"period","region","component","route","value","color"
2005,"IND","DRI Pellets","DRI-EAF NG",0,"#7d2222"
2005,"IND","DRI Pellets","DRI-EAF NG CCS",0,"#7d2222"
2005,"IND","EAF Scrap","Scrap EAF",75.1883690476191,"#a45353"
2005,"IND","Electricity","BF-BOF",NA,"#d7cb1b"
2005,"IND","Electricity","BF-BOF CCS",NA,"#d7cb1b"
2005,"IND","Electricity","DRI-EAF H2",NA,"#d7cb1b"
2005,"IND","Electricity","DRI-EAF NG",NA,"#d7cb1b"
2005,"IND","Electricity","DRI-EAF NG CCS",NA,"#d7cb1b"
2005,"IND","Electricity","Scrap EAF",NA,"#d7cb1b"
2005,"IND","Hydrogen","DRI-EAF H2",NA,"#33efef"
2005,"IND","Iron Ore","BF-BOF",117.199448408388,"#7e433d"
2005,"IND","Iron Ore","BF-BOF CCS",0,"#7e433d"
2005,"IND","Liquids","BF-BOF",NA,"#11522b"
2005,"IND","Liquids","BF-BOF CCS",NA,"#11522b"
2005,"IND","Non-H2 Gases","BF-BOF",NA,"#85b3dd"
2005,"IND","Non-H2 Gases","BF-BOF CCS",NA,"#85b3dd"
2005,"IND","Non-H2 Gases","DRI-EAF NG",NA,"#85b3dd"
2005,"IND","Non-H2 Gases","DRI-EAF NG CCS",NA,"#85b3dd"
2005,"IND","OPEX","BF-BOF",38.4959782804718,"#cccccc"
2005,"IND","OPEX","BF-BOF CCS",0,"#cccccc"
2005,"IND","OPEX","DRI-EAF H2",0,"#cccccc"
2005,"IND","OPEX","DRI-EAF NG",0,"#cccccc"
2005,"IND","OPEX","DRI-EAF NG CCS",0,"#cccccc"
2005,"IND","OPEX","Scrap EAF",7.87243577981652,"#cccccc"
2005,"IND","Solids","BF-BOF",NA,"#76512c"
2005,"IND","Solids","BF-BOF CCS",NA,"#76512c"
2005,"JPN","BOF Scrap","BF-BOF",1.76023043922824e-07,"#fe0404"
2005,"JPN","BOF Scrap","BF-BOF CCS",0,"#fe0404"
2005,"JPN","CAPEX","BF-BOF",45.0068074852627,"#7b7878"
2005,"JPN","CAPEX","BF-BOF CCS",0,"#7b7878"
2005,"JPN","CAPEX","DRI-EAF H2",0,"#7b7878"
2005,"JPN","CAPEX","DRI-EAF NG",0,"#7b7878"
2005,"JPN","CAPEX","DRI-EAF NG CCS",0,"#7b7878"
2005,"JPN","CAPEX","Scrap EAF",8.87621859818734,"#7b7878"
2005,"JPN","DRI Pellets","DRI-EAF H2",0,"#7d2222"
2005,"JPN","DRI Pellets","DRI-EAF NG",0,"#7d2222"
2005,"JPN","DRI Pellets","DRI-EAF NG CCS",0,"#7d2222"
2005,"JPN","EAF Scrap","Scrap EAF",66.165132124122,"#a45353"
2005,"JPN","Electricity","BF-BOF",NA,"#d7cb1b"
2005,"JPN","Electricity","BF-BOF CCS",NA,"#d7cb1b"
2005,"JPN","Electricity","DRI-EAF H2",NA,"#d7cb1b"
2005,"JPN","Electricity","DRI-EAF NG",NA,"#d7cb1b"
2005,"JPN","Electricity","DRI-EAF NG CCS",NA,"#d7cb1b"
2005,"JPN","Electricity","Scrap EAF",NA,"#d7cb1b"
2005,"JPN","Hydrogen","DRI-EAF H2",NA,"#33efef"
2005,"JPN","Iron Ore","BF-BOF",122.983234840597,"#7e433d"
2005,"JPN","Iron Ore","BF-BOF CCS",0,"#7e433d"
2005,"JPN","Liquids","BF-BOF",NA,"#11522b"
2005,"JPN","Liquids","BF-BOF CCS",NA,"#11522b"
2005,"JPN","Non-H2 Gases","BF-BOF",NA,"#85b3dd"
2005,"JPN","Non-H2 Gases","BF-BOF CCS",NA,"#85b3dd"
2005,"JPN","Non-H2 Gases","DRI-EAF NG",NA,"#85b3dd"
2005,"JPN","Non-H2 Gases","DRI-EAF NG CCS",NA,"#85b3dd"
2005,"JPN","OPEX","BF-BOF",35.1267414990664,"#cccccc"
2005,"JPN","OPEX","BF-BOF CCS",0,"#cccccc"
2005,"JPN","OPEX","DRI-EAF H2",0,"#cccccc"
2005,"JPN","OPEX","DRI-EAF NG",0,"#cccccc"
2005,"JPN","OPEX","DRI-EAF NG CCS",0,"#cccccc"
2005,"JPN","OPEX","Scrap EAF",6.92767724726594,"#cccccc"
2005,"JPN","Solids","BF-BOF",NA,"#76512c"
2005,"JPN","Solids","BF-BOF CCS",NA,"#76512c"
2005,"LAM","BOF Scrap","BF-BOF",1.78896197793538e-07,"#fe0404"
2005,"LAM","BOF Scrap","BF-BOF CCS",0,"#fe0404"
2005,"LAM","CAPEX","BF-BOF",45.7414356353785,"#7b7878"
2005,"LAM","CAPEX","BF-BOF CCS",0,"#7b7878"
2005,"LAM","CAPEX","DRI-EAF H2",0,"#7b7878"
2005,"LAM","CAPEX","DRI-EAF NG",0,"#7b7878"
2005,"LAM","CAPEX","DRI-EAF NG CCS",0,"#7b7878"
2005,"LAM","CAPEX","Scrap EAF",8.45608812017993,"#7b7878"
2005,"LAM","DRI Pellets","DRI-EAF H2",0,"#7d2222"
2005,"LAM","DRI Pellets","DRI-EAF NG",0,"#7d2222"
2005,"LAM","DRI Pellets","DRI-EAF NG CCS",0,"#7d2222"
2005,"LAM","EAF Scrap","Scrap EAF",63.0333944050433,"#a45353"
2005,"LAM","Electricity","BF-BOF",NA,"#d7cb1b"
2005,"LAM","Electricity","BF-BOF CCS",NA,"#d7cb1b"
2005,"LAM","Electricity","DRI-EAF H2",NA,"#d7cb1b"
2005,"LAM","Electricity","DRI-EAF NG",NA,"#d7cb1b"
2005,"LAM","Electricity","DRI-EAF NG CCS",NA,"#d7cb1b"
2005,"LAM","Electricity","Scrap EAF",NA,"#d7cb1b"
2005,"LAM","Hydrogen","DRI-EAF H2",NA,"#33efef"
2005,"LAM","Iron Ore","BF-BOF",124.990641083215,"#7e433d"
2005,"LAM","Iron Ore","BF-BOF CCS",0,"#7e433d"
2005,"LAM","Liquids","BF-BOF",NA,"#11522b"
2005,"LAM","Liquids","BF-BOF CCS",NA,"#11522b"
2005,"LAM","Non-H2 Gases","BF-BOF",NA,"#85b3dd"
2005,"LAM","Non-H2 Gases","BF-BOF CCS",NA,"#85b3dd"
2005,"LAM","Non-H2 Gases","DRI-EAF NG",NA,"#85b3dd"
2005,"LAM","Non-H2 Gases","DRI-EAF NG CCS",NA,"#85b3dd"
2005,"LAM","OPEX","BF-BOF",35.7001012765957,"#cccccc"
2005,"LAM","OPEX","BF-BOF CCS",0,"#cccccc"
2005,"LAM","OPEX","DRI-EAF H2",0,"#cccccc"
2005,"LAM","OPEX","DRI-EAF NG",0,"#cccccc"
2005,"LAM","OPEX","DRI-EAF NG CCS",0,"#cccccc"
2005,"LAM","OPEX","Scrap EAF",6.59977541371158,"#cccccc"
2005,"LAM","Solids","BF-BOF",NA,"#76512c"
2005,"LAM","Solids","BF-BOF CCS",NA,"#76512c"
2005,"MEA","BOF Scrap","BF-BOF",1.92728412828947e-07,"#fe0404"
2005,"MEA","BOF Scrap","BF-BOF CCS",0,"#fe0404"
2005,"MEA","CAPEX","BF-BOF",49.2781534725406,"#7b7878"
2005,"MEA","CAPEX","BF-BOF CCS",0,"#7b7878"
2005,"MEA","CAPEX","DRI-EAF H2",0,"#7b7878"
2005,"MEA","CAPEX","DRI-EAF NG",0,"#7b7878"
2005,"MEA","CAPEX","DRI-EAF NG CCS",0,"#7b7878"
2005,"MEA","CAPEX","Scrap EAF",6.43345537016894,"#7b7878"
2005,"MEA","DRI Pellets","DRI-EAF H2",0,"#7d2222"
2005,"MEA","DRI Pellets","DRI-EAF NG",0,"#7d2222"
2005,"MEA","DRI Pellets","DRI-EAF NG CCS",0,"#7d2222"
2005,"MEA","EAF Scrap","Scrap EAF",47.9562800164474,"#a45353"
2005,"MEA","Electricity","BF-BOF",NA,"#d7cb1b"
2005,"MEA","Electricity","BF-BOF CCS",NA,"#d7cb1b"
2005,"MEA","Electricity","DRI-EAF H2",NA,"#d7cb1b"
2005,"MEA","Electricity","DRI-EAF NG",NA,"#d7cb1b"
2005,"MEA","Electricity","DRI-EAF NG CCS",NA,"#d7cb1b"
2005,"MEA","Electricity","Scrap EAF",NA,"#d7cb1b"
2005,"MEA","Hydrogen","DRI-EAF H2",NA,"#33efef"
2005,"MEA","Iron Ore","BF-BOF",134.65489021875,"#7e433d"
2005,"MEA","Iron Ore","BF-BOF CCS",0,"#7e433d"
2005,"MEA","Liquids","BF-BOF",NA,"#11522b"
2005,"MEA","Liquids","BF-BOF CCS",NA,"#11522b"
2005,"MEA","Non-H2 Gases","BF-BOF",NA,"#85b3dd"
2005,"MEA","Non-H2 Gases","BF-BOF CCS",NA,"#85b3dd"
2005,"MEA","Non-H2 Gases","DRI-EAF NG",NA,"#85b3dd"
2005,"MEA","Non-H2 Gases","DRI-EAF NG CCS",NA,"#85b3dd"
2005,"MEA","OPEX","BF-BOF",38.4604253289474,"#cccccc"
2005,"MEA","OPEX","BF-BOF CCS",0,"#cccccc"
2005,"MEA","OPEX","DRI-EAF H2",0,"#cccccc"
2005,"MEA","OPEX","DRI-EAF NG",0,"#cccccc"
2005,"MEA","OPEX","DRI-EAF NG CCS",0,"#cccccc"
2005,"MEA","OPEX","Scrap EAF",5.02115871710526,"#cccccc"
2005,"MEA","Solids","BF-BOF",NA,"#76512c"
2005,"MEA","Solids","BF-BOF CCS",NA,"#76512c"
2005,"NEU","BOF Scrap","BF-BOF",7.02879901766617e-08,"#fe0404"
2005,"NEU","BOF Scrap","BF-BOF CCS",0,"#fe0404"
2005,"NEU","CAPEX","BF-BOF",17.9717267234285,"#7b7878"
2005,"NEU","CAPEX","BF-BOF CCS",0,"#7b7878"
2005,"NEU","CAPEX","DRI-EAF H2",0,"#7b7878"
2005,"NEU","CAPEX","DRI-EAF NG",0,"#7b7878"
2005,"NEU","CAPEX","DRI-EAF NG CCS",0,"#7b7878"
2005,"NEU","CAPEX","Scrap EAF",24.3374575959683,"#7b7878"
2005,"NEU","DRI Pellets","DRI-EAF H2",0,"#7d2222"
2005,"NEU","DRI Pellets","DRI-EAF NG",0,"#7d2222"
2005,"NEU","DRI Pellets","DRI-EAF NG CCS",0,"#7d2222"
2005,"NEU","EAF Scrap","Scrap EAF",181.416340707439,"#a45353"
2005,"NEU","Electricity","BF-BOF",NA,"#d7cb1b"
2005,"NEU","Electricity","BF-BOF CCS",NA,"#d7cb1b"
2005,"NEU","Electricity","DRI-EAF H2",NA,"#d7cb1b"
2005,"NEU","Electricity","DRI-EAF NG",NA,"#d7cb1b"
2005,"NEU","Electricity","DRI-EAF NG CCS",NA,"#d7cb1b"
2005,"NEU","Electricity","Scrap EAF",NA,"#d7cb1b"
2005,"NEU","Hydrogen","DRI-EAF H2",NA,"#33efef"
2005,"NEU","Iron Ore","BF-BOF",49.1085951573477,"#7e433d"
2005,"NEU","Iron Ore","BF-BOF CCS",0,"#7e433d"
2005,"NEU","Liquids","BF-BOF",NA,"#11522b"
2005,"NEU","Liquids","BF-BOF CCS",NA,"#11522b"
2005,"NEU","Non-H2 Gases","BF-BOF",NA,"#85b3dd"
2005,"NEU","Non-H2 Gases","BF-BOF CCS",NA,"#85b3dd"
2005,"NEU","Non-H2 Gases","DRI-EAF NG",NA,"#85b3dd"
2005,"NEU","Non-H2 Gases","DRI-EAF NG CCS",NA,"#85b3dd"
2005,"NEU","OPEX","BF-BOF",14.026504748475,"#cccccc"
2005,"NEU","OPEX","BF-BOF CCS",0,"#cccccc"
2005,"NEU","OPEX","DRI-EAF H2",0,"#cccccc"
2005,"NEU","OPEX","DRI-EAF NG",0,"#cccccc"
2005,"NEU","OPEX","DRI-EAF NG CCS",0,"#cccccc"
2005,"NEU","OPEX","Scrap EAF",18.9948061078983,"#cccccc"
2005,"NEU","Solids","BF-BOF",NA,"#76512c"
2005,"NEU","Solids","BF-BOF CCS",NA,"#76512c"
2005,"OAS","BOF Scrap","BF-BOF",1.1134360717385e-07,"#fe0404"
2005,"OAS","BOF Scrap","BF-BOF CCS",0,"#fe0404"
2005,"OAS","CAPEX","BF-BOF",28.4691150721454,"#7b7878"
2005,"OAS","CAPEX","BF-BOF CCS",0,"#7b7878"
2005,"OAS","CAPEX","DRI-EAF H2",0,"#7b7878"
2005,"OAS","CAPEX","DRI-EAF NG",0,"#7b7878"
2005,"OAS","CAPEX","DRI-EAF NG CCS",0,"#7b7878"
2005,"OAS","CAPEX","Scrap EAF",18.334049226604,"#7b7878"
2005,"OAS","DRI Pellets","DRI-EAF H2",0,"#7d2222"
2005,"OAS","DRI Pellets","DRI-EAF NG",0,"#7d2222"
2005,"OAS","DRI Pellets","DRI-EAF NG CCS",0,"#7d2222"
2005,"OAS","EAF Scrap","Scrap EAF",136.665718180503,"#a45353"
2005,"OAS","Electricity","BF-BOF",NA,"#d7cb1b"
2005,"OAS","Electricity","BF-BOF CCS",NA,"#d7cb1b"
2005,"OAS","Electricity","DRI-EAF H2",NA,"#d7cb1b"
2005,"OAS","Electricity","DRI-EAF NG",NA,"#d7cb1b"
2005,"OAS","Electricity","DRI-EAF NG CCS",NA,"#d7cb1b"
2005,"OAS","Electricity","Scrap EAF",NA,"#d7cb1b"
2005,"OAS","Hydrogen","DRI-EAF H2",NA,"#33efef"
2005,"OAS","Iron Ore","BF-BOF",77.793206411455,"#7e433d"
2005,"OAS","Iron Ore","BF-BOF CCS",0,"#7e433d"
2005,"OAS","Liquids","BF-BOF",NA,"#11522b"
2005,"OAS","Liquids","BF-BOF CCS",NA,"#11522b"
2005,"OAS","Non-H2 Gases","BF-BOF",NA,"#85b3dd"
2005,"OAS","Non-H2 Gases","BF-BOF CCS",NA,"#85b3dd"
2005,"OAS","Non-H2 Gases","DRI-EAF NG",NA,"#85b3dd"
2005,"OAS","Non-H2 Gases","DRI-EAF NG CCS",NA,"#85b3dd"
2005,"OAS","OPEX","BF-BOF",22.2194663812554,"#cccccc"
2005,"OAS","OPEX","BF-BOF CCS",0,"#cccccc"
2005,"OAS","OPEX","DRI-EAF H2",0,"#cccccc"
2005,"OAS","OPEX","DRI-EAF NG",0,"#cccccc"
2005,"OAS","OPEX","DRI-EAF NG CCS",0,"#cccccc"
2005,"OAS","OPEX","Scrap EAF",14.3092888342493,"#cccccc"
2005,"OAS","Solids","BF-BOF",NA,"#76512c"
2005,"OAS","Solids","BF-BOF CCS",NA,"#76512c"
2005,"REF","BOF Scrap","BF-BOF",2.04975558831295e-07,"#fe0404"
2005,"REF","BOF Scrap","BF-BOF CCS",0,"#fe0404"
2005,"REF","CAPEX","BF-BOF",52.4095897327453,"#7b7878"
2005,"REF","CAPEX","BF-BOF CCS",0,"#7b7878"
2005,"REF","CAPEX","DRI-EAF H2",0,"#7b7878"
2005,"REF","CAPEX","DRI-EAF NG",0,"#7b7878"
2005,"REF","CAPEX","DRI-EAF NG CCS",0,"#7b7878"
2005,"REF","CAPEX","Scrap EAF",4.64260129979041,"#7b7878"
2005,"REF","DRI Pellets","DRI-EAF H2",0,"#7d2222"
2005,"REF","DRI Pellets","DRI-EAF NG",0,"#7d2222"
2005,"REF","DRI Pellets","DRI-EAF NG CCS",0,"#7d2222"
2005,"REF","EAF Scrap","Scrap EAF",34.6068908738889,"#a45353"
2005,"REF","Electricity","BF-BOF",NA,"#d7cb1b"
2005,"REF","Electricity","BF-BOF CCS",NA,"#d7cb1b"
2005,"REF","Electricity","DRI-EAF H2",NA,"#d7cb1b"
2005,"REF","Electricity","DRI-EAF NG",NA,"#d7cb1b"
2005,"REF","Electricity","DRI-EAF NG CCS",NA,"#d7cb1b"
2005,"REF","Electricity","Scrap EAF",NA,"#d7cb1b"
2005,"REF","Hydrogen","DRI-EAF H2",NA,"#33efef"
2005,"REF","Iron Ore","BF-BOF",143.211688234322,"#7e433d"
2005,"REF","Iron Ore","BF-BOF CCS",0,"#7e433d"
2005,"REF","Liquids","BF-BOF",NA,"#11522b"
2005,"REF","Liquids","BF-BOF CCS",NA,"#11522b"
2005,"REF","Non-H2 Gases","BF-BOF",NA,"#85b3dd"
2005,"REF","Non-H2 Gases","BF-BOF CCS",NA,"#85b3dd"
2005,"REF","Non-H2 Gases","DRI-EAF NG",NA,"#85b3dd"
2005,"REF","Non-H2 Gases","DRI-EAF NG CCS",NA,"#85b3dd"
2005,"REF","OPEX","BF-BOF",40.9044367614186,"#cccccc"
2005,"REF","OPEX","BF-BOF CCS",0,"#cccccc"
2005,"REF","OPEX","DRI-EAF H2",0,"#cccccc"
2005,"REF","OPEX","DRI-EAF NG",0,"#cccccc"
2005,"REF","OPEX","DRI-EAF NG CCS",0,"#cccccc"
2005,"REF","OPEX","Scrap EAF",3.62343976062659,"#cccccc"
2005,"REF","Solids","BF-BOF",NA,"#76512c"
2005,"REF","Solids","BF-BOF CCS",NA,"#76512c"
2005,"SSA","BOF Scrap","BF-BOF",1.74586029478458e-07,"#fe0404"
2005,"SSA","BOF Scrap","BF-BOF CCS",0,"#fe0404"
2005,"SSA","CAPEX","BF-BOF",51.3352887765548,"#7b7878"
2005,"SSA","CAPEX","BF-BOF CCS",0,"#7b7878"
2005,"SSA","CAPEX","DRI-EAF H2",0,"#7b7878"
2005,"SSA","CAPEX","DRI-EAF NG",0,"#7b7878"
2005,"SSA","CAPEX","DRI-EAF NG CCS",0,"#7b7878"
2005,"SSA","CAPEX","Scrap EAF",9.08634781248691,"#7b7878"
2005,"SSA","DRI Pellets","DRI-EAF H2",0,"#7d2222"
2005,"SSA","DRI Pellets","DRI-EAF NG",0,"#7d2222"
2005,"SSA","DRI Pellets","DRI-EAF NG CCS",0,"#7d2222"
2005,"SSA","EAF Scrap","Scrap EAF",67.7314778684807,"#a45353"
2005,"SSA","Electricity","BF-BOF",NA,"#d7cb1b"
2005,"SSA","Electricity","BF-BOF CCS",NA,"#d7cb1b"
2005,"SSA","Electricity","DRI-EAF H2",NA,"#d7cb1b"
2005,"SSA","Electricity","DRI-EAF NG",NA,"#d7cb1b"
2005,"SSA","Electricity","DRI-EAF NG CCS",NA,"#d7cb1b"
2005,"SSA","Electricity","Scrap EAF",NA,"#d7cb1b"
2005,"SSA","Hydrogen","DRI-EAF H2",NA,"#33efef"
2005,"SSA","Iron Ore","BF-BOF",121.97922604185,"#7e433d"
2005,"SSA","Iron Ore","BF-BOF CCS",0,"#7e433d"
2005,"SSA","Liquids","BF-BOF",NA,"#11522b"
2005,"SSA","Liquids","BF-BOF CCS",NA,"#11522b"
2005,"SSA","Non-H2 Gases","BF-BOF",NA,"#85b3dd"
2005,"SSA","Non-H2 Gases","BF-BOF CCS",NA,"#85b3dd"
2005,"SSA","Non-H2 Gases","DRI-EAF NG",NA,"#85b3dd"
2005,"SSA","Non-H2 Gases","DRI-EAF NG CCS",NA,"#85b3dd"
2005,"SSA","OPEX","BF-BOF",40.0659704473469,"#cccccc"
2005,"SSA","OPEX","BF-BOF CCS",0,"#cccccc"
2005,"SSA","OPEX","DRI-EAF H2",0,"#cccccc"
2005,"SSA","OPEX","DRI-EAF NG",0,"#cccccc"
2005,"SSA","OPEX","DRI-EAF NG CCS",0,"#cccccc"
2005,"SSA","OPEX","Scrap EAF",7.0916780952381,"#cccccc"
2005,"SSA","Solids","BF-BOF",NA,"#76512c"
2005,"SSA","Solids","BF-BOF CCS",NA,"#76512c"
2005,"USA","BOF Scrap","BF-BOF",1.07073843397618e-07,"#fe0404"
2005,"USA","BOF Scrap","BF-BOF CCS",0,"#fe0404"
2005,"USA","CAPEX","BF-BOF",27.3773918977145,"#7b7878"
2005,"USA","CAPEX","BF-BOF CCS",0,"#7b7878"
2005,"USA","CAPEX","DRI-EAF H2",0,"#7b7878"
